term,n_genes_in_term,median_in,median_out,median_diff,mw_stat,p_value,q_value
Transmembrane Receptor Protein Phosphatase Activity (GO:0019198),16,0.053410431230664135,0.052958109710177906,0.0004523215204862291,102754.0,0.2798187727217589,0.5434049647055152
Transmembrane Receptor Protein Tyrosine Phosphatase Activity (GO:0005001),16,0.053410431230664135,0.052958109710177906,0.0004523215204862291,102754.0,0.2798187727217589,0.5434049647055152
Acetylcholine Receptor Regulator Activity (GO:0030548),13,0.045537843639769315,0.052993401629746195,-0.00745555798997688,84137.0,0.28203035136723265,0.5461910110500401
Sodium-Independent Organic Anion Transmembrane Transporter Activity (GO:0015347),15,0.061824007209343,0.052954607005961246,0.008869400203381755,96438.0,0.283569522145224,0.5476631155716826
Wide Pore Channel Activity (GO:0022829),25,0.06022739884942707,0.052954607005961246,0.007272791843465826,157676.0,0.28505767844893826,0.5490288984920646
Carbohydrate:Monoatomic Cation Symporter Activity (GO:0005402),10,0.07259727015171463,0.052958109710177906,0.019639160441536727,65354.0,0.28673604654315255,0.5496355522135364
"Oxidoreductase Activity, Acting On Single Donors With Incorporation Of Molecular Oxygen, Incorporation Of Two Atoms Of Oxygen (GO:0016702)",21,0.060254617360526286,0.052954607005961246,0.00730001035456504,133148.0,0.2869363409137523,0.5496355522135364
Phosphatidylinositol-3-Phosphate Binding (GO:0032266),40,0.05314891255418597,0.052958109710177906,0.0001908028440080617,248456.0,0.289198693393573,0.5524638083034833
MHC Protein Binding (GO:0042287),33,0.05924975650248848,0.05293930861261917,0.006310447889869314,205995.0,0.2909562434873477,0.5543150113051638
Glucose Transmembrane Transporter Activity (GO:0005355),23,0.07109964267887314,0.052961612414394565,0.018138030264478577,145124.0,0.2921803016451927,0.5551425731258661
Ubiquitin-Dependent Protein Binding (GO:0140036),16,0.057270408577757226,0.05297750702207038,0.0042929015556868455,102211.0,0.29332013079420105,0.5558060699415723
Receptor Antagonist Activity (GO:0048019),17,0.04569030040237387,0.052993401629746195,-0.007303101227372322,108304.0,0.29454643722461316,0.5566066171707585
Protein Kinase A Regulatory Subunit Binding (GO:0034237),22,0.07172348093402237,0.052939530131300996,0.01878395080272137,138872.0,0.29532612831393024,0.5566066171707585
Cysteine-Type Endopeptidase Inhibitor Activity Involved In Apoptotic Process (GO:0043027),19,0.05689598774067495,0.052954607005961246,0.003941380734713701,120439.5,0.29745778249545507,0.5591251900917243
Hsp90 Protein Binding (GO:0051879),35,0.05216315233905977,0.05299575300400994,-0.0008326006649501672,217604.0,0.2996071780882174,0.5608864367618831
Transition Metal Ion Transmembrane Transporter Activity (GO:0046915),33,0.06512823688260694,0.052939751649982825,0.012188485232624113,205481.0,0.29999046973324045,0.5608864367618831
Metalloaminopeptidase Activity (GO:0070006),18,0.0553051465570118,0.05297750702207038,0.002327639534941417,114116.0,0.3022420332896566,0.5634052814720093
NADPH Binding (GO:0070402),13,0.056715071518288696,0.052961612414394565,0.00375345910389413,83386.0,0.302940535414537,0.5634052814720093
Histone Deacetylase Activity (GO:0004407),18,0.06625628598028133,0.052947179327972035,0.013309106652309291,113994.0,0.3051801065246489,0.5660728624982274
Glutamate Receptor Activity (GO:0008066),16,0.055250502541623614,0.052958109710177906,0.002292392831445708,101704.0,0.30619238208176597,0.566455906851267
Phosphatidylinositol Phosphate 5-Phosphatase Activity (GO:0034595),11,0.057150045431929364,0.052954607005961246,0.004195438425968118,70841.0,0.30903644189739643,0.5694376228958417
Nucleobase-Containing Compound Kinase Activity (GO:0019205),17,0.04959373660729227,0.052993401629746195,-0.0033996650224539238,107702.0,0.3094241421709979,0.5694376228958417
Histone H3K9 Demethylase Activity (GO:0032454),13,0.06413697619959091,0.052954607005961246,0.011182369193629665,82961.0,0.3150730751031887,0.5773828495257798
Chromatin DNA Binding (GO:0031490),83,0.05703942912683768,0.05293930861261917,0.004100120514218514,503771.5,0.31538408850341315,0.5773828495257798
Nucleotidase Activity (GO:0008252),14,0.0769841767914943,0.052947179327972035,0.024036997463522267,88870.0,0.3215527467812479,0.5871469636031618
"Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Reduced Flavin Or Flavoprotein As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016712)",24,0.05896174825466999,0.052958109710177906,0.006003638544492082,149597.0,0.3263783465261424,0.591960077145268
Telomerase RNA Binding (GO:0070034),21,0.05800706076553119,0.052961612414394565,0.005045448351136628,131370.0,0.32673222266963386,0.591960077145268
Sulfotransferase Activity (GO:0008146),38,0.06326721034754018,0.052947179327972035,0.010320031019568146,234079.0,0.3274078531574769,0.591960077145268
TBP-class Protein Binding (GO:0017025),18,0.0661497826113171,0.052935947338161135,0.013213835273155963,113081.0,0.3275568563435409,0.591960077145268
Chemokine Receptor Activity (GO:0004950),19,0.054221805289449226,0.052961612414394565,0.001260192875054661,119087.0,0.32959074321475756,0.5931258393602105
JUN Kinase Kinase Kinase Activity (GO:0004706),10,0.08640818300269304,0.052958109710177906,0.033450073292515134,63997.0,0.3308455671188809,0.5931258393602105
Retinoid Binding (GO:0005501),30,0.06552988216579347,0.052939530131300996,0.012590352034492477,185639.0,0.3315896909984293,0.5931258393602105
Retinoic Acid Binding (GO:0001972),19,0.06263838487014572,0.052939751649982825,0.0096986332201629,118984.0,0.33209427800840485,0.5931258393602105
Sequence-Specific DNA Binding (GO:0043565),712,0.055608376077609434,0.05288255581167611,0.002725820265933321,4007726.5,0.33264372062302217,0.5931258393602105
Lipoprotein Particle Receptor Binding (GO:0070325),27,0.06622996520094712,0.052954607005961246,0.013275358194985876,167395.0,0.3340187944814089,0.5931258393602105
"Phosphotransferase Activity, Phosphate Group As Acceptor (GO:0016776)",19,0.046832970788459605,0.052997287087023004,-0.006164316298563399,118882.0,0.3345809150154849,0.5931258393602105
Bicarbonate Transmembrane Transporter Activity (GO:0015106),22,0.05911239609008523,0.052947179327972035,0.006165216762113193,137081.0,0.3349515764239026,0.5931258393602105
Alpha-Tubulin Binding (GO:0043014),33,0.05290753014944061,0.052993401629746195,-8.587148030558822e-05,203395.0,0.3378861339336102,0.5963051032761494
Histone H3 Methyltransferase Activity (GO:0140938),36,0.060568636377473006,0.052947179327972035,0.007621457049500971,221352.0,0.3396115789762345,0.5963051032761494
5'-Nucleotidase Activity (GO:0008253),12,0.0769841767914943,0.052947179327972035,0.024036997463522267,76003.0,0.3396245068688706,0.5963051032761494
Galactosyltransferase Activity (GO:0008378),10,0.06875087753141429,0.052958109710177906,0.015792767821236384,63721.0,0.34013989532537114,0.5963051032761494
Syntaxin-1 Binding (GO:0017075),16,0.07165125727755206,0.052958109710177906,0.018693147567374155,100139.0,0.34740299707784,0.6064519503637582
Fatty Acid Synthase Activity (GO:0004312),10,0.08404840523527762,0.05297750702207038,0.031070898213207243,63500.0,0.3476531095257391,0.6064519503637582
Acidic Amino Acid Transmembrane Transporter Activity (GO:0015172),15,0.06317639214786341,0.052954607005961246,0.010221785141902168,93957.0,0.3500873887870096,0.6091867186070985
acyl-CoA Hydrolase Activity (GO:0047617),19,0.06231160801604674,0.052954607005961246,0.009357001010085492,118172.0,0.35208615424901313,0.611152015893966
Chemokine Activity (GO:0008009),44,0.06473434699101308,0.052947179327972035,0.01178716766304104,268534.0,0.3532524204885796,0.6116661369543632
Dynactin Binding (GO:0034452),11,0.05270391424766374,0.052993401629746195,-0.00028948738208245395,69263.0,0.35958096838425835,0.6210943999364462
Nucleosome Binding (GO:0031491),62,0.056455645948428446,0.052947179327972035,0.0035084666204564102,375189.0,0.3635056817234746,0.6245021648003899
NAD Binding (GO:0051287),26,0.04592791007069863,0.052994577316878066,-0.007066667246179437,159917.0,0.3643783802884272,0.6245021648003899
G Protein-Coupled Chemoattractant Receptor Activity (GO:0001637),13,0.054221805289449226,0.052961612414394565,0.001260192875054661,81270.0,0.36523974043475993,0.6245021648003899
Glutathione Transferase Activity (GO:0004364),26,0.05062537729462846,0.05297750702207038,-0.0023521297274419206,159843.0,0.3659733512896397,0.6245021648003899
General Transcription Initiation Factor Binding (GO:0140296),30,0.0661497826113171,0.052935947338161135,0.013213835273155963,183879.0,0.3663360763100123,0.6245021648003899
RNA Methyltransferase Activity (GO:0008173),15,0.06161745130846663,0.052961612414394565,0.008655838894072065,93361.0,0.36688391758543526,0.6245021648003899
Prostaglandin Transmembrane Transporter Activity (GO:0015132),11,0.05515747871180898,0.052961612414394565,0.002195866297414417,68922.0,0.37087350245101636,0.6297682903938756
Kinase Inhibitor Activity (GO:0019210),34,0.054435141422185,0.052958109710177906,0.0014770317120070958,207431.0,0.374977159851424,0.6343213569577243
DNA-(apurinic Or Apyrimidinic Site) Endonuclease Activity (GO:0003906),11,0.04771211683369092,0.052993401629746195,-0.0052812847960552745,68763.0,0.37617789271280105,0.6343213569577243
L-glutamate Transmembrane Transporter Activity (GO:0005313),12,0.06676320162394511,0.052958109710177906,0.013805091913767206,74839.0,0.37626174374305976,0.6343213569577243
Potassium:Proton Antiporter Activity (GO:0015386),12,0.07018748177712456,0.052958109710177906,0.01722937206694665,74762.0,0.3787294789470155,0.6369541236836169
Promoter-Specific Chromatin Binding (GO:1990841),42,0.05035231113848887,0.05299652004551647,-0.002644208907027601,254917.0,0.3812192257453085,0.6396112546514364
Ammonium Transmembrane Transporter Activity (GO:0008519),10,0.05706542372459822,0.05297750702207038,0.0040879167025278385,62406.0,0.38568029191767783,0.6455553457574464
Phosphatidic Acid Binding (GO:0070300),20,0.059905028233872226,0.052958109710177906,0.00694691852369432,122717.0,0.38943551365017387,0.6482909224996464
FMN Binding (GO:0010181),10,0.053750935171709494,0.05297750702207038,0.0007734281496391132,62292.0,0.38971427320216095,0.6482909224996464
Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0097153),10,0.05567364631159,0.05297750702207038,0.002696139289519617,62274.0,0.39035231749336974,0.6482909224996464
Chemokine Receptor Binding (GO:0042379),48,0.06473434699101308,0.052947179327972035,0.01178716766304104,290088.0,0.391003344437909,0.6482909224996464
"Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)",28,0.055407616307573015,0.05297750702207038,0.002430109285502635,170469.0,0.3955830389655852,0.6543408856301327
Inward Rectifier Potassium Channel Activity (GO:0005242),26,0.049608129858367433,0.052994577316878066,-0.003386447458510633,158413.0,0.3972195156702477,0.6555054448736717
Hexose Transmembrane Transporter Activity (GO:0015149),15,0.050863270065096805,0.052993401629746195,-0.00213013156464939,92209.0,0.4000560054979302,0.6586402151406204
Phospholipase Binding (GO:0043274),15,0.06576924169744292,0.052954607005961246,0.012814634691481669,92026.5,0.4053849390614458,0.6658542340191504
Pyrophosphatase Activity (GO:0016462),49,0.04849033518586543,0.05299575300400994,-0.004505417818144508,294740.0,0.4119861907756641,0.6751195620403073
Ubiquitin-Protein Transferase Activator Activity (GO:0097027),16,0.04800315640201441,0.052994577316878066,-0.0049914209148636535,97760.0,0.41350273554299355,0.6754358942932466
Sequence-Specific Double-Stranded DNA Binding (GO:1990837),703,0.05182299459336631,0.052997287087023004,-0.0011742924936566923,3941499.5,0.41410081143725364,0.6754358942932466
Low-Density Lipoprotein Particle Receptor Binding (GO:0050750),22,0.06587244968306742,0.052958109710177906,0.012914339972889516,133416.0,0.42156621929512184,0.6854785440409075
Gamma-Tubulin Binding (GO:0043015),23,0.043331305797114084,0.052993401629746195,-0.009662095832632112,139339.0,0.42291938582310273,0.6854785440409075
ATP Transmembrane Transporter Activity (GO:0005347),10,0.0545425386458358,0.05297750702207038,0.0015650316237654227,61314.0,0.424767522975528,0.6854785440409075
Ubiquitin-Specific Protease Binding (GO:1990381),19,0.052993401629746195,0.052961612414394565,3.178921535162971e-05,115303.0,0.4256998266969092,0.6854785440409075
Phosphatidylinositol Monophosphate Phosphatase Activity (GO:0052744),12,0.05853729055550061,0.052958109710177906,0.005579180845322704,73308.0,0.4261495957332785,0.6854785440409075
Histone Methyltransferase Binding (GO:1990226),11,0.056653073820451816,0.052961612414394565,0.0036914614060572504,67285.0,0.4264815205737127,0.6854785440409075
N-acetyltransferase Activity (GO:0008080),22,0.06285756265376174,0.052958109710177906,0.009899452943583839,133190.0,0.4270833602986024,0.6854785440409075
Serotonin Receptor Activity (GO:0099589),26,0.049991823890886786,0.052994577316878066,-0.003002753425991281,156935.0,0.43022073343924105,0.6889411745052083
Transferrin Receptor Binding (GO:1990459),10,0.05047107668246831,0.05297750702207038,-0.0025064303396020726,60793.0,0.44370614004998815,0.7089214010344128
RNA 7-Methylguanosine Cap Binding (GO:0000340),12,0.059535498468545,0.052958109710177906,0.006577388758367095,72725.0,0.44550983712177805,0.7101891507859637
Lysophosphatidic Acid Acyltransferase Activity (GO:0042171),20,0.06004154405214013,0.052958109710177906,0.007083434341962222,120061.0,0.4573103431436979,0.7253024259012785
Phospholipid Scramblase Activity (GO:0017128),11,0.0743911799680661,0.052954607005961246,0.021436572962104855,66382.0,0.45787257246323826,0.7253024259012785
Tau-Protein Kinase Activity (GO:0050321),20,0.04807739667634148,0.05299652004551647,-0.004919123369174994,119967.0,0.45974787303023273,0.7253024259012785
Ubiquitination-Like Modification-Dependent Protein Binding (GO:0140035),13,0.0412117026431007,0.052993401629746195,-0.011781698986645495,78257.0,0.4600436872466838,0.7253024259012785
Lysine-Acetylated Histone Binding (GO:0070577),23,0.06455175107574007,0.052954607005961246,0.011597144069778825,137748.0,0.4611809166114815,0.7253024259012785
Acetylation-Dependent Protein Binding (GO:0140033),23,0.06455175107574007,0.052954607005961246,0.011597144069778825,137748.0,0.4611809166114815,0.7253024259012785
Histone Acetyltransferase Activity (GO:0004402),27,0.052592000140168516,0.052993401629746195,-0.0004014014895776796,161440.0,0.46263727592627746,0.7259687611075292
GABA Receptor Binding (GO:0050811),11,0.06883225438608465,0.052961612414394565,0.01587064197169008,66152.0,0.4659182880885568,0.7294889900362036
Lipase Activator Activity (GO:0060229),12,0.050057418263398296,0.05297750702207038,-0.0029200887586720847,72049.0,0.4681191555663004,0.7312532858221599
Ribosome Binding (GO:0043022),85,0.052014099336123554,0.052993401629746195,-0.0009793022936226414,502960.0,0.46912550768960753,0.7312532858221599
Double-Stranded DNA Binding (GO:0003690),647,0.052768254690807426,0.052993401629746195,-0.00022514693893876947,3633611.5,0.4738362817826756,0.7369621816221702
Translation Initiation Factor Activity (GO:0003743),41,0.05613525889986981,0.052954607005961246,0.003180651893908565,243597.0,0.47693901231731084,0.7401503877683654
Purinergic Nucleotide Receptor Activity (GO:0001614),14,0.05650219269233117,0.05297750702207038,0.003524685670260791,83441.0,0.4842866926531215,0.7498976760686
Ferrous Iron Binding (GO:0008198),24,0.051747438717647226,0.05297750702207038,-0.0012300683044231542,142660.0,0.4856370401744123,0.7503359104233227
Voltage-Gated Monoatomic Anion Channel Activity (GO:0008308),15,0.04232063371532213,0.052993401629746195,-0.010672767914424064,89217.0,0.48904525470205484,0.7537883986880617
Adenine Nucleotide Transmembrane Transporter Activity (GO:0000295),14,0.0545425386458358,0.05297750702207038,0.0015650316237654227,83257.0,0.4900160714088822,0.7537883986880617
K63-linked Polyubiquitin Modification-Dependent Protein Binding (GO:0070530),23,0.05482572038639577,0.052961612414394565,0.0018641079720012055,136479.0,0.49197641341801157,0.7551515690673846
Phospholipid Transfer Activity (GO:0120014),22,0.052410530454355175,0.05297750702207038,-0.000566976567715205,130252.0,0.4997140988349316,0.764757281671856
Ubiquitin-Like Protein Conjugating Enzyme Activity (GO:0061650),34,0.06747665841801909,0.052947179327972035,0.014529479090047051,201056.0,0.5004101700840025,0.764757281671856
"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific (GO:0001228)",341,0.053865178613284825,0.052961612414394565,0.0009035661988902599,1963930.0,0.5025669913871771,0.765021560250852
bHLH Transcription Factor Binding (GO:0043425),22,0.052205215068732214,0.05297750702207038,-0.0007722919533381667,130129.5,0.5027595459970037,0.765021560250852
"Racemase And Epimerase Activity, Acting On Carbohydrates And Derivatives (GO:0016857)",10,0.07472205140192789,0.052958109710177906,0.021763941691749986,59098.0,0.5059888928713809,0.7680343967399025
Solute:Potassium Antiporter Activity (GO:0022821),17,0.05299575300400994,0.052961612414394565,3.414058961537236e-05,100401.0,0.5079732157039527,0.7680343967399025
Transmembrane Receptor Protein Tyrosine Kinase Adaptor Activity (GO:0005068),13,0.03981555908413981,0.052993401629746195,-0.013177842545606389,76771.0,0.5080170618549853,0.7680343967399025
Phosphatidylglycerol Binding (GO:1901611),13,0.04400911276267813,0.05299575300400994,-0.008986640241331806,76608.0,0.5132847786207005,0.7741827092902077
"Phosphatidylinositol-3,5-Bisphosphate Phosphatase Activity (GO:0106018)",13,0.05350879296419109,0.052961612414394565,0.0005471805497965221,76577.0,0.5142863801401523,0.7741827092902077
tRNA Methyltransferase Activity (GO:0008175),12,0.061062112395589896,0.05297750702207038,0.008084605373519516,70552.0,0.5184491881601274,0.7787815796507896
"Phosphotransferase Activity, For Other Substituted Phosphate Groups (GO:0016780)",13,0.043571869927068185,0.052993401629746195,-0.00942153170267801,76072.0,0.5305855750743007,0.7953127063480457
G Protein-Coupled Receptor Activity (GO:0004930),245,0.05203075112987454,0.052993401629746195,-0.0009626504998716534,1418736.0,0.5326572052149986,0.7967191814173277
K48-linked Deubiquitinase Activity (GO:1990380),15,0.055536113883355664,0.052961612414394565,0.002574501468961099,87702.0,0.5346007279832017,0.7979284751001928
SUMO Ligase Activity (GO:0061665),13,0.05725440233242307,0.052961612414394565,0.004292789918028506,75869.0,0.5371246495965625,0.7999970946321683
NAD-retinol Dehydrogenase Activity (GO:0004745),19,0.05495587932062737,0.052961612414394565,0.0019942669062328056,111026.0,0.5396025943892347,0.8019886339442538
Phosphatidylinositol-3-Phosphate Phosphatase Activity (GO:0004438),11,0.05350879296419109,0.052961612414394565,0.0005471805497965221,63888.0,0.5453410729187852,0.8080867871862231
MAP Kinase Activity (GO:0004707),11,0.04102615669473719,0.052993401629746195,-0.011967244935009003,63840.0,0.547016593608088,0.8080867871862231
1-Acylglycerol-3-Phosphate O-acyltransferase Activity (GO:0003841),19,0.057316287386496745,0.052961612414394565,0.004354674972102179,110742.0,0.5471540692754512,0.8080867871862231
Ubiquitin-Ubiquitin Ligase Activity (GO:0034450),13,0.05762654185824356,0.052954607005961246,0.004671934852282317,75372.0,0.553088263881509,0.8151384685716998
Ribosomal Small Subunit Binding (GO:0043024),16,0.04923808540239605,0.05299652004551647,-0.003758434643120423,92772.0,0.5579817251768451,0.8206300267768244
Phosphatidylinositol Binding (GO:0035091),106,0.0508070095313803,0.0530687585122418,-0.002261748980861497,617660.5,0.5612270823294471,0.8233648139037776
Cyclin-Dependent Protein Serine/Threonine Kinase Regulator Activity (GO:0016538),44,0.053794832174361984,0.052958109710177906,0.0008367224641840781,256429.0,0.562514656664042,0.8233648139037776
Arylsulfatase Activity (GO:0004065),13,0.04476466155459233,0.052993401629746195,-0.008228740075153868,75051.0,0.5633548726710057,0.8233648139037776
Signaling Receptor Complex Adaptor Activity (GO:0030159),44,0.05167383322288335,0.052994577316878066,-0.0013207440939947135,256159.0,0.5672025470970191,0.8272684452473121
Antiporter Activity (GO:0015297),51,0.04964614832707115,0.052993401629746195,-0.003347253302675046,296916.0,0.5693728190683954,0.8287144757869191
enoyl-CoA Hydratase Activity (GO:0004300),11,0.04679384581204582,0.05299575300400994,-0.006201907191964118,63038.0,0.5748652630639035,0.8349799172188516
Heme Binding (GO:0020037),86,0.05703702679639666,0.052950682032188695,0.0040863447642079664,500294.5,0.576115164685209,0.8350700222138183
Metal Cation:Proton Antiporter Activity (GO:0051139),21,0.05299575300400994,0.052961612414394565,3.414058961537236e-05,121020.0,0.5836261753314332,0.8442164634938222
Histone H4 Methyltransferase Activity (GO:0140939),12,0.05662295651902394,0.052958109710177906,0.003664846808846031,68509.0,0.5865086857581316,0.8466439550060914
acyl-CoA Dehydrogenase Activity (GO:0003995),10,0.05436755616588429,0.05297750702207038,0.0013900491438139095,56816.0,0.589334762561318,0.8480690979610769
Phosphoric Ester Hydrolase Activity (GO:0042578),50,0.05051895657415717,0.052994577316878066,-0.0024756207427208965,289808.0,0.589908661312897,0.8480690979610769
Ribosomal Large Subunit Binding (GO:0043023),13,0.043429418375261264,0.052993401629746195,-0.009563983254484931,73994.0,0.5968246551670258,0.8562606787396309
Inorganic Anion Transmembrane Transporter Activity (GO:0015103),32,0.04611744971518872,0.052994577316878066,-0.006877127601689348,184466.0,0.5982707762972203,0.8565872825599712
Peptidase Activator Activity Involved In Apoptotic Process (GO:0016505),22,0.045664841401126144,0.052994577316878066,-0.007329735915751923,126144.0,0.6007475358059915,0.857724323898458
RNA Polymerase II Activity (GO:0001055),10,0.05691804366803854,0.05297750702207038,0.003940536645968162,56476.0,0.6015051090781505,0.857724323898458
Tubulin Binding (GO:0015631),313,0.05249840716780785,0.05300313540422952,-0.0005047282364216699,1791473.5,0.6051655319768199,0.8602102176051034
"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Linear Amides (GO:0016811)",56,0.051743981355557134,0.052994577316878066,-0.0012505959613209328,323714.0,0.6056956724246461,0.8602102176051034
Ubiquitin-Like Protein Conjugating Enzyme Binding (GO:0044390),34,0.059053697078088385,0.052939530131300996,0.006114166946787389,195614.0,0.6079433915885198,0.8616617021909867
Magnesium Ion Binding (GO:0000287),154,0.0503316392303077,0.053050198501439105,-0.0027185592711314044,888884.0,0.6176118597890783,0.8719165105396597
Chloride Transmembrane Transporter Activity (GO:0015108),55,0.050011864431738745,0.052993401629746195,-0.00298153719800745,317108.0,0.6176688714932713,0.8719165105396597
"3',5'-cyclic-AMP Phosphodiesterase Activity (GO:0004115)",13,0.041814397681780524,0.052997287087023004,-0.01118288940524248,73285.0,0.6188994861440827,0.8719165105396597
Potassium Ion Leak Channel Activity (GO:0022841),15,0.03150939338426184,0.05299575300400994,-0.021486359619748097,84692.0,0.6232157305808365,0.8762413171966561
"Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, NAD Or NADP As Acceptor (GO:0016628)",18,0.0593932834164006,0.052958109710177906,0.006435173706222694,101903.0,0.6267662304606441,0.878158330830101
Sulfuric Ester Hydrolase Activity (GO:0008484),15,0.04476305414607129,0.05299575300400994,-0.008232698857938647,84557.0,0.6270774993978815,0.878158330830101
Cysteine-Type Endopeptidase Activator Activity Involved In Apoptotic Process (GO:0008656),20,0.045664841401126144,0.052994577316878066,-0.007329735915751923,113410.0,0.6283373042336918,0.8781732104896328
Microtubule Plus-End Binding (GO:0051010),19,0.05194998182341859,0.05299575300400994,-0.0010457711805913483,107475.0,0.6321379063425902,0.8817320399977001
Acylglycerol Lipase Activity (GO:0047372),13,0.06371250611846913,0.052961612414394565,0.01075089370407456,72672.0,0.6376811049385009,0.8877026074688438
Endopeptidase Activator Activity (GO:0061133),14,0.04862298914264618,0.052994577316878066,-0.0043715881742318885,78363.0,0.6395123160075578,0.8882525893485447
"Oxidoreductase Activity, Acting On The CH-NH Group Of Donors, NAD Or NADP As Acceptor (GO:0016646)",13,0.05051114827808778,0.052993401629746195,-0.0024822533516584144,72480.0,0.6434986612179239,0.8882525893485447
C2H2 Zinc Finger Domain Binding (GO:0070742),11,0.035321646852878974,0.05299575300400994,-0.017674106151130964,61004.0,0.6435438173521307,0.8882525893485447
Poly-Pyrimidine Tract Binding (GO:0008187),25,0.05055794225200039,0.052993401629746195,-0.002435459377745808,141657.0,0.6438196578245832,0.8882525893485447
Acylglycerol O-acyltransferase Activity (GO:0016411),29,0.05725073252032731,0.052961612414394565,0.004289120105932742,164760.0,0.644393770366654,0.8882525893485447
Zinc Ion Transmembrane Transporter Activity (GO:0005385),23,0.05502600788876,0.052961612414394565,0.0020643954743654325,129798.0,0.6506565228703192,0.8951302066102435
mRNA 5'-UTR Binding (GO:0048027),24,0.04902395718709496,0.05297750702207038,-0.003953549834975423,135494.0,0.6523154740288011,0.8956597231293889
Histone Methyltransferase Activity (GO:0042054),19,0.03953085655309163,0.05299575300400994,-0.013464896450918307,106554.0,0.6551537689759079,0.8978033130410591
Histone H3K36 Methyltransferase Activity (GO:0046975),12,0.05662295651902394,0.052958109710177906,0.003664846808846031,66200.0,0.6603137093530684,0.9009593592593457
N-methyltransferase Activity (GO:0008170),25,0.04257391454307369,0.05299575300400994,-0.01042183846093625,140885.0,0.6604982539727272,0.9009593592593457
DNA Nuclease Activity (GO:0004536),15,0.044291930955352665,0.052993401629746195,-0.00870147067439353,83339.0,0.6613016065118383,0.9009593592593457
Sulfate Transmembrane Transporter Activity (GO:0015116),13,0.05504166246707243,0.052961612414394565,0.002080050052677862,71724.0,0.6660712406201956,0.905027622895542
Iron Ion Binding (GO:0005506),55,0.051121358684720786,0.052993401629746195,-0.0018720429450254095,313766.0,0.6668624589756624,0.905027622895542
3'-5'-DNA Exonuclease Activity (GO:0008296),11,0.03522215611997548,0.052997287087023004,-0.017775130967047525,60210.0,0.669267039332919,0.9065409029885203
MAP Kinase Phosphatase Activity (GO:0033549),13,0.03944101186758653,0.05299575300400994,-0.01355474113642341,71464.0,0.6737024182251289,0.9093069058131364
Steroid Hydroxylase Activity (GO:0008395),23,0.03983024831466819,0.05299575300400994,-0.013165504689341745,128685.5,0.6754095667172776,0.9093069058131364
Kinase Activity (GO:0016301),106,0.04766322232874576,0.053082748533950674,-0.0054195262052049165,607058.0,0.6758626201337925,0.9093069058131364
Organic Acid:Sodium Symporter Activity (GO:0005343),11,0.03476546584412571,0.052993401629746195,-0.018227935785620486,59983.0,0.6764829469989622,0.9093069058131364
LRR Domain Binding (GO:0030275),12,0.043725380668646396,0.052994577316878066,-0.00926919664823167,65475.0,0.6824167582095362,0.9121046378497779
Ubiquitin-Protein Transferase Activity (GO:0004842),405,0.05560709628490601,0.052862382698123156,0.0027447135867828543,2287752.5,0.6832363134169094,0.9121046378497779
Solute:Inorganic Anion Antiporter Activity (GO:0005452),14,0.048304709817529656,0.05297750702207038,-0.004672797204540724,76816.0,0.6836622513766675,0.9121046378497779
Leak Channel Activity (GO:0022840),18,0.042047012541028994,0.052994577316878066,-0.010947564775849072,99653.0,0.6837768924473362,0.9121046378497779
Histone H3K4 Methyltransferase Activity (GO:0042800),13,0.053516852828892514,0.052961612414394565,0.0005552404144979484,71057.0,0.685502503724312,0.9121046378497779
Nuclear Localization Sequence Binding (GO:0008139),23,0.058385643504569984,0.052954607005961246,0.005431036498608738,128183.0,0.6863490091358926,0.9121046378497779
Hsp70 Protein Binding (GO:0030544),32,0.046210331632505985,0.05300021124562626,-0.0067898796131202754,179732.0,0.6892007875741998,0.9141663276691744
Monoatomic Anion Transmembrane Transporter Activity (GO:0008509),24,0.04203186278556237,0.052994577316878066,-0.010962714531315698,133593.0,0.6932242897088331,0.9169079068713497
Complement Component C3b Binding (GO:0001851),10,0.04280578873007937,0.052994577316878066,-0.010188788586798697,53774.0,0.693876253848589,0.9169079068713497
Sequence-Specific mRNA Binding (GO:1990825),11,0.06067349535249866,0.052961612414394565,0.007711882938104098,59360.0,0.6959424032123261,0.9170858237350156
D-glucose Transmembrane Transporter Activity (GO:0055056),11,0.047017045449789796,0.05299575300400994,-0.005978707554220142,59338.0,0.6966199571472238,0.9170858237350156
Ubiquitin Conjugating Enzyme Binding (GO:0031624),28,0.056366359585692694,0.052947179327972035,0.003419180257720658,156232.0,0.699105807968299,0.9176849627123718
Death Domain Binding (GO:0070513),10,0.030226997029181635,0.052994577316878066,-0.02276758028769643,53594.0,0.699685832167612,0.9176849627123718
Nucleoside Monophosphate Kinase Activity (GO:0050145),18,0.03769457525277009,0.05299652004551647,-0.01530194479274638,98797.0,0.7044525883323183,0.9222163307218245
Death Receptor Binding (GO:0005123),15,0.04768493327668111,0.052993401629746195,-0.005308468353065088,81643.0,0.7067714150152815,0.9235321649734999
